index,source,leaning,reliability_score,bias_score,vader_comment,comment,vader_transcript,clean_comment
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.5994, 'positive': 0.494, 'neutral': 0.506, 'negative': 0.0}",Super thala. .nenga mattum irukanum,,super thala. .nenga mattum irukanum
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.4019, 'positive': 0.0, 'neutral': 0.649, 'negative': 0.351}",Such an insane guy ruling America,,such an insane guy ruling america
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.6808, 'positive': 0.043, 'neutral': 0.782, 'negative': 0.175}","his assessment assumes that Americans will pay the tariffs to buy the goods, chances are they will not..only loser would be Mexico and Canada as they will be losing their largest and most consistent buyers of exports",,"his assessment assumes that americans will pay the tariffs to buy the goods, chances are they will not..only loser would be mexico and canada as they will be losing their largest and most consistent buyers of exports"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.2023, 'positive': 0.268, 'neutral': 0.536, 'negative': 0.196}",No amount of power will satisfy this narcissist,,no amount of power will satisfy this narcissist
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Mexico and Canada putting tariffs on red states....take that trump,,mexico and canada putting tariffs on red states....take that trump
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.4215, 'positive': 0.118, 'neutral': 0.882, 'negative': 0.0}",In the movies US always saves the world. In reality it is the world that needs to be saved from the US...,,in the movies us always saves the world. in reality it is the world that needs to be saved from the us...
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.6705, 'positive': 0.0, 'neutral': 0.882, 'negative': 0.118}",Mexico can rely less on American and open up further talks for investment with China then stick it back to the American to lower there tariff and failing to do so will see further pivoting toward China. That how you negotiate with America.,,mexico can rely less on american and open up further talks for investment with china then stick it back to the american to lower there tariff and failing to do so will see further pivoting toward china. that how you negotiate with america.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Think BBC have know idear what President Trump wants cant understand why people keep underestimating this man,,think bbc have know idear what president trump wants cant understand why people keep underestimating this man
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.7269, 'positive': 0.108, 'neutral': 0.892, 'negative': 0.0}", they could send their products half way around the world.  I am sure they relish the prospect especially since the average person in those countries does not have near the economic level of a US citizen. We are the biggest market in the world and if our next door neighbors want to ship their products to people who can’t afford them while paying huge sums to ship then be our guest,,they could send their products half way around the world.  i am sure they relish the prospect especially since the average person in those countries does not have near the economic level of a us citizen. we are the biggest market in the world and if our next door neighbors want to ship their products to people who can’t afford them while paying huge sums to ship then be our guest
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",canada should become the state,,canada should become the state
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0299, 'positive': 0.102, 'neutral': 0.801, 'negative': 0.097}",The ambassador doesn't understand the dynamic at all. Trump is an imperialist looking to expand the US. Read his postings.,,the ambassador doesn't understand the dynamic at all. trump is an imperialist looking to expand the us. read his postings.
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.4585, 'positive': 0.0, 'neutral': 0.824, 'negative': 0.176}",Arent you guys happy we voted for this thing? Now look at whats happening -_-,,arent you guys happy we voted for this thing? now look at whats happening -_-
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",nvidia down to 113$ because of this,,nvidia down to 113$ because of this
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Hey Mr.  Have a Mexican burrito.,,hey mr.  have a mexican burrito.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.7316, 'positive': 0.435, 'neutral': 0.565, 'negative': 0.0}",I don’t think any country really likes the United States,,i don’t think any country really likes the united states
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.27, 'positive': 0.048, 'neutral': 0.867, 'negative': 0.086}","This is very bad news. Im telling you guys. We are going to respond proportionally to whatever the American government decides. 

Tomorrow morning we will know why our government decides but if Trump responds with more tariffs to whatever Sheinbaum decides.... well, we will witness very aggressive negotiations between both countries.",,"this is very bad news. im telling you guys. we are going to respond proportionally to whatever the american government decides.   tomorrow morning we will know why our government decides but if trump responds with more tariffs to whatever sheinbaum decides.... well, we will witness very aggressive negotiations between both countries."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.5994, 'positive': 0.13, 'neutral': 0.87, 'negative': 0.0}","According to AdAge, advertisers paid roughly $7 million for every 30 seconds of Super Bowl commercial airtime in 2024.
$7M × 120(minutes) = 1hour = $840,000,000
️️   ",,"according to adage, advertisers paid roughly $7 million for every 30 seconds of super bowl commercial airtime in 2024. $7m × 120(minutes) = 1hour = $840,000,000 ️️"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}","American border officials seized only 43 pounds of fentanyl at its northern border in the 2024 fiscal year, which amounts to 0.2 percent of the volume confiscated at the U.S.-Mexico border, according to data by U.S. Customs and Border Protection.",,"american border officials seized only 43 pounds of fentanyl at its northern border in the 2024 fiscal year, which amounts to 0.2 percent of the volume confiscated at the u.s.-mexico border, according to data by u.s. customs and border protection."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Hitting back with a wet sponge,,hitting back with a wet sponge
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.85, 'positive': 0.0, 'neutral': 0.751, 'negative': 0.249}","All countries facing tariff increases must cooperate in confronting bullying from the US. It will be difficult, but in time the US will become an isolated country. All countries should avoid economic relations with the US at all cost",,"all countries facing tariff increases must cooperate in confronting bullying from the us. it will be difficult, but in time the us will become an isolated country. all countries should avoid economic relations with the us at all cost"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.5719, 'positive': 0.299, 'neutral': 0.701, 'negative': 0.0}",Yeah they hit back by cowering like dogs doing EXACTLY as he wanted,,yeah they hit back by cowering like dogs doing exactly as he wanted
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Listen you guys talk a big game but we all now these countries depend on US trade,,listen you guys talk a big game but we all now these countries depend on us trade
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.4926, 'positive': 0.0, 'neutral': 0.814, 'negative': 0.186}","Go Trump! Teach these corrupt, woke and weak leaders of Mexico and Canada a lesson",,"go trump! teach these corrupt, woke and weak leaders of mexico and canada a lesson"
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.765, 'positive': 0.0, 'neutral': 0.829, 'negative': 0.171}","Speaking of accountable..... when will American hold him accountable for all the damage he has caused to the country? He's been a criminal his entire adult life, it's about time he pays the piper.",,"speaking of accountable..... when will american hold him accountable for all the damage he has caused to the country? he's been a criminal his entire adult life, it's about time he pays the piper."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Mexico bottled it ,,mexico bottled it
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",He still not learn yet from last time. Soon he will not able to eat his burger.,,he still not learn yet from last time. soon he will not able to eat his burger.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",America speedrunning Lebensraum 2.0,,america speedrunning lebensraum 2.0
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.6116, 'positive': 0.219, 'neutral': 0.682, 'negative': 0.099}",It amazes me that no matter how hard I try to reach ANY ELECTED OFFICIALS I GET absolutely nothing!!!! Since 2015,,it amazes me that no matter how hard i try to reach any elected officials i get absolutely nothing!!!! since 2015
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.5423, 'positive': 0.0, 'neutral': 0.811, 'negative': 0.189}","I said it before, I’ll say it again. Donald Trump is going to destroy the economy.",,"i said it before, i’ll say it again. donald trump is going to destroy the economy."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Focus on the EU tarrif central,,focus on the eu tarrif central
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.5809, 'positive': 0.239, 'neutral': 0.696, 'negative': 0.065}","I will always buy US products, even if I have to pay more for it. God Bless America.",,"i will always buy us products, even if i have to pay more for it. god bless america."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.5106, 'positive': 0.381, 'neutral': 0.619, 'negative': 0.0}",These countries are like puppies playing with a wolf.,,these countries are like puppies playing with a wolf.
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.1531, 'positive': 0.146, 'neutral': 0.677, 'negative': 0.177}",If proper think tariffs will hurt Americans then they don’t understand what tariffs are lol,,if proper think tariffs will hurt americans then they don’t understand what tariffs are lol
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.6369, 'positive': 0.175, 'neutral': 0.781, 'negative': 0.044}",when are thee countries going to lift their side of the couch. true americans stand united im willing to pay escalated prices and we stand by our president.,,when are thee countries going to lift their side of the couch. true americans stand united im willing to pay escalated prices and we stand by our president.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Hello I Am Jesus Christ and i have returned and go by timothy duncan turner,,hello i am jesus christ and i have returned and go by timothy duncan turner
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}","Buy American
Hire American",,"buy american hire american"
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.6369, 'positive': 0.1, 'neutral': 0.697, 'negative': 0.204}",Hopefully the whole world sees how to stand up to a bully. Pres Drumph will throw his tantrum soon and so many Americans will want to be Canadians in no time at all.,,hopefully the whole world sees how to stand up to a bully. pres drumph will throw his tantrum soon and so many americans will want to be canadians in no time at all.
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.34, 'positive': 0.107, 'neutral': 0.726, 'negative': 0.167}",YALL FELL FOR EVERYTHING HE PROMISED UKRAINE WAR WOULD END IN A WEEK FOOD PRICES WILL GO DOWN  ETC,,yall fell for everything he promised ukraine war would end in a week food prices will go down  etc
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.2023, 'positive': 0.178, 'neutral': 0.592, 'negative': 0.23}",Convicted fraudster proves that his conviction was justified. 🇨🇦🇲🇽,,convicted fraudster proves that his conviction was justified. flag  canadaflag  mexico
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.4215, 'positive': 0.167, 'neutral': 0.833, 'negative': 0.0}",Lol they just pit yhe proce of every up and just called ot a tariff.,,lol they just pit yhe proce of every up and just called ot a tariff.
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.7964, 'positive': 0.0, 'neutral': 0.585, 'negative': 0.415}",He did worst before and this dump people bring him back again,,he did worst before and this dump people bring him back again
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.1365, 'positive': 0.071, 'neutral': 0.838, 'negative': 0.091}","Canada should deny entry to the pumpkin for the G7 summit this summer. He is a convicted felon, so legally they can do that ",,"canada should deny entry to the pumpkin for the g7 summit this summer. he is a convicted felon, so legally they can do that"
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.4753, 'positive': 0.214, 'neutral': 0.403, 'negative': 0.383}",But the idiot announced them well before!,,but the idiot announced them well before!
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.3291, 'positive': 0.081, 'neutral': 0.827, 'negative': 0.091}","Trump Tariffs will lower food prices for Canadians but raise them for the USA. Canada pork, beef, chicken and grain products will no longer be able to compete with USA suppliers so their only market will be Canada. This should drive down the Canadian price of meat and grain products (including bread and cereals). In addition, Canada's greenhouse produce should be much cheaper. So when Canada's food prices start rise blame Trudeau's misguided counter tariffs on American farm produce. 

What we can all expect is that unemployment in the private sector will rise to 20%, our economy will contract into a depression as Canadian manufacturers permanently go out of business, and Justin and Dougie (two peas in a pod) will borrow $200+ billion to pay people to stay home from work and corporate welfare. That same amount of money spent on procurement of equipment for our military, border security, and national anti-drug policing would make Canada and the USA safer, it would convince the Americans that were serious about border security, it would bring our military spending to 2% of GDP immediately and create high paid jobs in the USA and Canada to show that were serious about our international and national defense commitments.",,"trump tariffs will lower food prices for canadians but raise them for the usa. canada pork, beef, chicken and grain products will no longer be able to compete with usa suppliers so their only market will be canada. this should drive down the canadian price of meat and grain products (including bread and cereals). in addition, canada's greenhouse produce should be much cheaper. so when canada's food prices start rise blame trudeau's misguided counter tariffs on american farm produce.   what we can all expect is that unemployment in the private sector will rise to 20%, our economy will contract into a depression as canadian manufacturers permanently go out of business, and justin and dougie (two peas in a pod) will borrow $200+ billion to pay people to stay home from work and corporate welfare. that same amount of money spent on procurement of equipment for our military, border security, and national anti-drug policing would make canada and the usa safer, it would convince the americans that were serious about border security, it would bring our military spending to 2% of gdp immediately and create high paid jobs in the usa and canada to show that were serious about our international and national defense commitments."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.1779, 'positive': 0.111, 'neutral': 0.805, 'negative': 0.084}",Trump not bello or speak of hot air. He saw where usa fell. He picking back up. No one said independence is easy,,trump not bello or speak of hot air. he saw where usa fell. he picking back up. no one said independence is easy
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Don't really understand the reasoning behind this. There is some reason Trump is doing this. I don't really purchase things from Canada and Mexico. Maybe it's cars and other things made in Mexico. Maybe Trump wants more cars and other things made away from Mexico.,,don't really understand the reasoning behind this. there is some reason trump is doing this. i don't really purchase things from canada and mexico. maybe it's cars and other things made in mexico. maybe trump wants more cars and other things made away from mexico.
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.3818, 'positive': 0.182, 'neutral': 0.531, 'negative': 0.288}","He’s a disgrace to history. Lots of talk and empty promises, but not a single real problem solved.",,"he’s a disgrace to history. lots of talk and empty promises, but not a single real problem solved."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.25, 'positive': 0.222, 'neutral': 0.778, 'negative': 0.0}",Any chance of possibly having that election again?,,any chance of possibly having that election again?
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.25, 'positive': 0.174, 'neutral': 0.707, 'negative': 0.12}","The US should stop selling iPhones to Canada. Enjoy your Chinese made android phones, Canadians",,"the us should stop selling iphones to canada. enjoy your chinese made android phones, canadians"
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.1531, 'positive': 0.0, 'neutral': 0.714, 'negative': 0.286}",BRICS GROW USA MOAN DANCE ,,brics grow usa moan dance
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.4002, 'positive': 0.111, 'neutral': 0.731, 'negative': 0.159}","So he lowers income tax and increases tariffs, maybe it will break even. I don't know why these people are opposed to tariffs, but strongly support socialist policies that are also bad for the economy. I am not really a fan of either socialism or tariffs.",,"so he lowers income tax and increases tariffs, maybe it will break even. i don't know why these people are opposed to tariffs, but strongly support socialist policies that are also bad for the economy. i am not really a fan of either socialism or tariffs."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.3612, 'positive': 0.556, 'neutral': 0.444, 'negative': 0.0}",Thank you Trump,,thank you trump
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.6486, 'positive': 0.344, 'neutral': 0.512, 'negative': 0.144}",What would happen if Trump had a massive heart attack ( besides everyone laughing).,,what would happen if trump had a massive heart attack ( besides everyone laughing).
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.6705, 'positive': 0.23, 'neutral': 0.686, 'negative': 0.084}",Canada and Mexico choose not to cooperate with United States.    Its all good.  America would benefit from a complete shutoff of canada and mexico whereas their economies would likely collapse.,,canada and mexico choose not to cooperate with united states.    its all good.  america would benefit from a complete shutoff of canada and mexico whereas their economies would likely collapse.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.3374, 'positive': 0.067, 'neutral': 0.885, 'negative': 0.048}","Tariffs are likely to be wide-sweeping. they won't stop with just these countries. I expect Australia will be hard hit at some stage. Anyway, how did Canada get caught up in all this? It's been a good little US pet for decades. Mexico I can kind of understand. They just left the borders largely uncontrolled from their side - The cartels run the show at the border.",,"tariffs are likely to be wide-sweeping. they won't stop with just these countries. i expect australia will be hard hit at some stage. anyway, how did canada get caught up in all this? it's been a good little us pet for decades. mexico i can kind of understand. they just left the borders largely uncontrolled from their side - the cartels run the show at the border."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Discuss Immigrants. Drugs.,,discuss immigrants. drugs.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.1164, 'positive': 0.052, 'neutral': 0.904, 'negative': 0.043}",40+ years ago i worked the front counter of our shop-a guy came in and he started talking --i will cut out the rest of the story exept for words still ringing in my ears---just watch the usa become a third world country---he was not wrong,,40+ years ago i worked the front counter of our shop-a guy came in and he started talking --i will cut out the rest of the story exept for words still ringing in my ears---just watch the usa become a third world country---he was not wrong
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.6478, 'positive': 0.02, 'neutral': 0.9, 'negative': 0.079}",Canada should push their local government to make it very expensive for any American who wants to plan a hunt in Canada. Also tripple the cost of any fishing excursion planned by Americans. I got a feeling that Trump may not be president for too long. I think america is getting a taste of very bad government deals.trump is really setting america up to stand alone. They won't survive.,,canada should push their local government to make it very expensive for any american who wants to plan a hunt in canada. also tripple the cost of any fishing excursion planned by americans. i got a feeling that trump may not be president for too long. i think america is getting a taste of very bad government deals.trump is really setting america up to stand alone. they won't survive.
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.1511, 'positive': 0.0, 'neutral': 0.93, 'negative': 0.07}","MARCO RUBIO-MR. PRESIDENT WHY HAVE YOU IMPOSED TARIFFS ON CANADA?
DONALD TRUMP-LITTLE MARCO BECAUSE CANADA IS THE 51st US STATE!
MARCO RUBIO-",,"marco rubio-mr. president why have you imposed tariffs on canada? donald trump-little marco because canada is the 51st us state! marco rubio-"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.4588, 'positive': 0.3, 'neutral': 0.7, 'negative': 0.0}",Canada and Mexico tariffs will benefit the US.,,canada and mexico tariffs will benefit the us.
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.8176, 'positive': 0.0, 'neutral': 0.702, 'negative': 0.298}","The minute this guy said the flow of illegal immigrants from mexico is at its lowest during biden administration, he lost all credibility.",,"the minute this guy said the flow of illegal immigrants from mexico is at its lowest during biden administration, he lost all credibility."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",These jobs will come back to America,,these jobs will come back to america
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.1431, 'positive': 0.115, 'neutral': 0.782, 'negative': 0.103}","When is trump gonna start talking about the free of gun trafficking into Canada and México?
And why the Mexican Narcos have access to exclusive American military grade equipment that no other army in the world has access to?",,"when is trump gonna start talking about the free of gun trafficking into canada and méxico? and why the mexican narcos have access to exclusive american military grade equipment that no other army in the world has access to?"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Canada ️,,canada ️
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.4215, 'positive': 0.237, 'neutral': 0.763, 'negative': 0.0}",I don’t know about Canada but Mexico should join brics,,i don’t know about canada but mexico should join brics
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.5562, 'positive': 0.0, 'neutral': 0.784, 'negative': 0.216}","Canada and Mexico must not put tarrifs on USA otherwise, Trump would get angrier!",,"canada and mexico must not put tarrifs on usa otherwise, trump would get angrier!"
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.6705, 'positive': 0.119, 'neutral': 0.576, 'negative': 0.305}",On other breaking news: the Mexican cartel are smuggling regular food into America for a killer profit ,,on other breaking news: the mexican cartel are smuggling regular food into america for a killer profit
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.7579, 'positive': 0.0, 'neutral': 0.649, 'negative': 0.351}",Does this Mexico's going to Stop Sending us Tractor Trailers full of Dead Immigrants?,,does this mexico's going to stop sending us tractor trailers full of dead immigrants?
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.4926, 'positive': 0.285, 'neutral': 0.715, 'negative': 0.0}",Good! Go Mexico 🇲🇽 and Canada 🇨🇦 ,,good! go mexico flag  mexico and canada flag  canada
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.1027, 'positive': 0.0, 'neutral': 0.896, 'negative': 0.104}",Look hard at Trump  40 % tariff  oil gas Hydro water it big,,look hard at trump  40 % tariff  oil gas hydro water it big
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.34, 'positive': 0.0, 'neutral': 0.556, 'negative': 0.444}",Blame trump not USA,,blame trump not usa
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Trump is pursuing the same sanctions policy as we did to the Russians.,,trump is pursuing the same sanctions policy as we did to the russians.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.4051, 'positive': 0.475, 'neutral': 0.525, 'negative': 0.0}",Fuheur trump. Hail. !!!???,,fuheur trump. hail. !!!???
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.6908, 'positive': 0.388, 'neutral': 0.612, 'negative': 0.0}","Ukraine ver2 is coming, i wish Canada is smarter this time",,"ukraine ver2 is coming, i wish canada is smarter this time"
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.34, 'positive': 0.131, 'neutral': 0.717, 'negative': 0.153}",Mexico and Canada need to stop drug production.This is clear why i even need to write this.America will be closed for repair for next 12 years.Bukele done good things in Salvador now same thing Trump is doing in US.Salvador crime was worst in world now is better then in Finland or Japan,,mexico and canada need to stop drug production.this is clear why i even need to write this.america will be closed for repair for next 12 years.bukele done good things in salvador now same thing trump is doing in us.salvador crime was worst in world now is better then in finland or japan
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Stubid desiction,,stubid desiction
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0258, 'positive': 0.154, 'neutral': 0.629, 'negative': 0.217}",Ohhhhh Canada will hit back hard bahahaha ok we are shaking here,,ohhhhh canada will hit back hard bahahaha ok we are shaking here
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.7081, 'positive': 0.179, 'neutral': 0.821, 'negative': 0.0}","Alright, the money's about to start rolling in for Americans! Can't wait for all the free money that we Americans will receive due to Trump's making imports more expensive!",,"alright, the money's about to start rolling in for americans! can't wait for all the free money that we americans will receive due to trump's making imports more expensive!"
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.636, 'positive': 0.0, 'neutral': 0.417, 'negative': 0.583}",Chicken war! Part Deux.,,chicken war! part deux.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Lumber prices to the moon.,,lumber prices to the moon.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Canada and Mexico—- don’t back down. Do not bend to him. Let the idiots who voted for him feel it.,,canada and mexico—- don’t back down. do not bend to him. let the idiots who voted for him feel it.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Can USA afford to produce for their people?,,can usa afford to produce for their people?
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}"," Be Careful,""US"" could go SOLO ",,"be careful,""us"" could go solo"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",What do u think what is happening in the usa,,what do u think what is happening in the usa
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.6124, 'positive': 0.122, 'neutral': 0.831, 'negative': 0.047}",I lived in upstate NY most of my life.  One summer we went to Prince Edward Island and it was miserable.  Everything was so expensive and it was just like NY except more socialist.  It was like Russian NY.  We stayed for a week and couldn’t wait to go home.  Canada should be a state.  Everyone seems pretty American already.,,i lived in upstate ny most of my life.  one summer we went to prince edward island and it was miserable.  everything was so expensive and it was just like ny except more socialist.  it was like russian ny.  we stayed for a week and couldn’t wait to go home.  canada should be a state.  everyone seems pretty american already.
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",We supply electricity to the usa,,we supply electricity to the usa
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.4428, 'positive': 0.102, 'neutral': 0.78, 'negative': 0.118}","Russia's Vladimir Putin says, ""Trump do this and do that and bark like a dog against your friends and allies,"" and Trump does every single stupid thing Putin wants him to do.  In, Russia, they call this comedy show, ""The Apprentice.""  But some also call it, ""The Dumb Puppet.""",,"russia's vladimir putin says, ""trump do this and do that and bark like a dog against your friends and allies,"" and trump does every single stupid thing putin wants him to do.  in, russia, they call this comedy show, ""the apprentice.""  but some also call it, ""the dumb puppet."""
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.4767, 'positive': 0.0, 'neutral': 0.244, 'negative': 0.756}",Poor India…,,poor india…
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.5859, 'positive': 0.487, 'neutral': 0.513, 'negative': 0.0}",Why do idiots always win,,why do idiots always win
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.3182, 'positive': 0.187, 'neutral': 0.813, 'negative': 0.0}",Trump will increase traffic to 50% and then 75% then 100%,,trump will increase traffic to 50% and then 75% then 100%
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.1926, 'positive': 0.102, 'neutral': 0.823, 'negative': 0.075}","OOPS, looks like both caved first thing, the next business day. Shut the power down? Do you all have the decency to feel foolish today?",,"oops, looks like both caved first thing, the next business day. shut the power down? do you all have the decency to feel foolish today?"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.2732, 'positive': 0.163, 'neutral': 0.695, 'negative': 0.143}","Bully's seem to think in terms of zero-sum games where they are always the victim.  Unfortunately, the U.S.A. has a lot of power that can be abused.  What happened to the synergistic value systems that produced the free trade agreement in the first place?",,"bully's seem to think in terms of zero-sum games where they are always the victim.  unfortunately, the u.s.a. has a lot of power that can be abused.  what happened to the synergistic value systems that produced the free trade agreement in the first place?"
3,bbc_news,Center,44.73,-1.33,"{'compound': -0.7783, 'positive': 0.0, 'neutral': 0.779, 'negative': 0.221}","Out of the White House, people wanted to hire this guy and he's an idiot. Now we're all going to suffer for the next 4 years",,"out of the white house, people wanted to hire this guy and he's an idiot. now we're all going to suffer for the next 4 years"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.7502, 'positive': 0.251, 'neutral': 0.749, 'negative': 0.0}","People want have newest NVidia or newest Windows, Apple and be protected by Big military and sell things to USA but not pay tariffs when USA protected they market?",,"people want have newest nvidia or newest windows, apple and be protected by big military and sell things to usa but not pay tariffs when usa protected they market?"
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",trump is too arogance for this one,,trump is too arogance for this one
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}","Trump is a beast, don’t push him.",,"trump is a beast, don’t push him."
3,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",MAGA. What is it that we really NEED from mexico or canada??,,maga. what is it that we really need from mexico or canada??
